Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,link,id,team
Nikita Contini Baranovsky,it ITA,GK,26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/e95069bb/Nikita-Contini-Baranovsky,e95069bb,Sampdoria
Maxime Leverbe,fr FRA,DF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/f155d812/Maxime-Leverbe,f155d812,Sampdoria
Arttu Lötjönen,fi FIN,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/7d314220/Arttu-Lotjonen,7d314220,Sampdoria
Elia Tantalocchi,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/8011fbc2/Elia-Tantalocchi,8011fbc2,Sampdoria
Simone Trimboli,it ITA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/f5f21026/Simone-Trimboli,f5f21026,Sampdoria
Lorenzo Villa,it ITA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/74136982/Lorenzo-Villa,74136982,Sampdoria
Federico Zorzi,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/0379e133/Federico-Zorzi,0379e133,Sampdoria
Erik Palmer-Brown,us USA,DF,25.0,38,36,3191.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,0.4,1.5,6.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,/en/players/e5c1e0ca/Erik-Palmer-Brown,e5c1e0ca,Troyes
Rominigue Kouamé,ml MLI,MF,25.0,32,31,2661.0,29.6,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,1.4,1.4,2.1,3.5,59.0,169.0,36.0,0.03,0.03,0.07,0.03,0.07,0.05,0.07,0.12,0.05,0.12,Matches,/en/players/86a2ba20/Rominigue-Kouame,86a2ba20,Troyes
Yoann Salmier,gf GUF,DF,29.0,32,31,2646.0,29.4,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.2,1.2,0.4,1.6,24.0,121.0,9.0,0.03,0.0,0.03,0.03,0.03,0.04,0.02,0.05,0.04,0.05,Matches,/en/players/c3725db2/Yoann-Salmier,c3725db2,Troyes
Gauthier Gallon,fr FRA,GK,29.0,30,30,2667.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/db3164e1/Gauthier-Gallon,db3164e1,Troyes
Mama Samba Baldé,gw GNB,FW,26.0,34,30,2665.0,29.6,12.0,3.0,15.0,10.0,2.0,2.0,6.0,2.0,10.6,9.1,2.1,11.2,51.0,56.0,179.0,0.41,0.1,0.51,0.34,0.44,0.36,0.07,0.43,0.31,0.38,Matches,/en/players/fb14aa28/Mama-Samba-Balde,fb14aa28,Troyes
Rony Lopes,pt POR,"MF,FW",26.0,32,29,2346.0,26.1,7.0,5.0,12.0,7.0,0.0,0.0,2.0,0.0,4.9,4.9,4.9,9.8,61.0,97.0,117.0,0.27,0.19,0.46,0.27,0.46,0.19,0.19,0.38,0.19,0.38,Matches,/en/players/7c2965bb/Rony-Lopes,7c2965bb,Troyes
Xavier Chavalerin,fr FRA,MF,31.0,34,25,2426.0,27.0,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,1.5,1.5,2.3,3.8,18.0,95.0,49.0,0.15,0.07,0.22,0.15,0.22,0.06,0.08,0.14,0.06,0.14,Matches,/en/players/279ddf6a/Xavier-Chavalerin,279ddf6a,Troyes
Thierno Balde,fr FRA,"DF,MF",20.0,31,25,2153.0,23.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.1,1.4,66.0,60.0,118.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,Matches,/en/players/3975195f/Thierno-Balde,3975195f,Troyes
Yasser Larouci,fr FRA,"DF,MF",21.0,30,21,1797.0,20.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.6,2.2,72.0,63.0,113.0,0.05,0.05,0.1,0.05,0.1,0.03,0.08,0.11,0.03,0.11,Matches,/en/players/0ed063d6/Yasser-Larouci,0ed063d6,Troyes
Wilson Odobert,fr FRA,"MF,FW",17.0,32,19,1764.0,19.6,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,2.6,2.6,1.8,4.4,72.0,47.0,132.0,0.2,0.1,0.31,0.2,0.31,0.13,0.09,0.23,0.13,0.23,Matches,/en/players/35516eac/Wilson-Odobert,35516eac,Troyes
Andreas Bruus,dk DEN,"DF,FW",23.0,27,18,1628.0,18.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.7,2.4,47.0,41.0,117.0,0.0,0.11,0.11,0.0,0.11,0.04,0.09,0.13,0.04,0.13,Matches,/en/players/b088d5d3/Andreas-Bruus,b088d5d3,Troyes
Adil Rami,fr FRA,DF,36.0,20,18,1596.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,1.3,4.0,35.0,2.0,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07,Matches,/en/players/8dbff17c/Adil-Rami,8dbff17c,Troyes
Jackson Porozo,ec ECU,DF,21.0,22,17,1617.0,18.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.8,2.8,0.2,3.0,6.0,26.0,4.0,0.11,0.0,0.11,0.11,0.11,0.16,0.01,0.17,0.16,0.17,Matches,/en/players/7d704e92/Jackson-Porozo,7d704e92,Troyes
Renaud Ripart,fr FRA,"FW,MF",29.0,26,15,1320.0,14.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.5,3.5,1.9,5.4,28.0,47.0,104.0,0.27,0.07,0.34,0.27,0.34,0.24,0.13,0.37,0.24,0.37,Matches,/en/players/beae3a73/Renaud-Ripart,beae3a73,Troyes
Abdu Conté,pt POR,DF,24.0,19,15,1315.0,14.6,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,2.0,2.6,32.0,56.0,91.0,0.07,0.14,0.21,0.07,0.21,0.04,0.14,0.18,0.04,0.18,Matches,/en/players/cfa49cc1/Abdu-Conte,cfa49cc1,Troyes
Lucien Agoume,fr FRA,MF,20.0,15,14,1094.0,12.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,1.1,1.9,9.0,93.0,10.0,0.0,0.08,0.08,0.0,0.08,0.07,0.09,0.16,0.07,0.16,Matches,/en/players/8bc8829a/Lucien-Agoume,8bc8829a,Troyes
Florian Tardieu,fr FRA,MF,30.0,15,11,1009.0,11.2,3.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,2.9,0.5,1.0,1.5,20.0,83.0,17.0,0.27,0.0,0.27,0.0,0.0,0.26,0.09,0.35,0.05,0.14,Matches,/en/players/ed39121c/Florian-Tardieu,ed39121c,Troyes
Ike Ugbo,ca CAN,"FW,MF",23.0,25,9,895.0,9.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.2,2.2,0.5,2.7,9.0,8.0,34.0,0.2,0.1,0.3,0.2,0.3,0.22,0.05,0.27,0.22,0.27,Matches,/en/players/8a53d24b/Ike-Ugbo,8a53d24b,Troyes
Mateusz Lis,pl POL,GK,25.0,9,8,751.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/fd78b105/Mateusz-Lis,fd78b105,Troyes
Papa Ndiaga Yade,sn SEN,"DF,MF",22.0,14,6,568.0,6.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.7,0.7,1.3,1.9,29.0,16.0,45.0,0.0,0.32,0.32,0.0,0.32,0.11,0.2,0.31,0.11,0.31,Matches,/en/players/87e9c7cd/Papa-Ndiaga-Yade,87e9c7cd,Troyes
Tanguy Zoukrou,fr FRA,DF,19.0,8,5,511.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,/en/players/aefa3050/Tanguy-Zoukrou,aefa3050,Troyes
Jeff Reine-Adélaïde,fr FRA,MF,24.0,6,3,233.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.8,10.0,20.0,8.0,0.0,0.39,0.39,0.0,0.39,0.12,0.17,0.29,0.12,0.29,Matches,/en/players/d504b3e1/Jeff-Reine-Adelaide,d504b3e1,Troyes
Kyliane Dong,fr FRA,"MF,FW",17.0,6,2,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,12.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.15,0.06,0.15,Matches,/en/players/836dc4a8/Kyliane-Dong,836dc4a8,Troyes
Tristan Dingomé,cm CMR,MF,31.0,8,0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.16,0.23,0.39,0.16,0.39,Matches,/en/players/92b56413/Tristan-Dingome,92b56413,Troyes
Alexis Tibidi,fr FRA,"FW,MF",18.0,3,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/ca6f4846/Alexis-Tibidi,ca6f4846,Troyes
Mathis Hamdi,fr FRA,DF,18.0,2,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/a94571f6/Mathis-Hamdi,a94571f6,Troyes
Rudy Kohon,fr FRA,DF,18.0,1,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/9cd28348/Rudy-Kohon,9cd28348,Troyes
Ante Palaversa,hr CRO,MF,22.0,2,0,31.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.0,0.0,0.0,2.9,0.0,2.9,2.9,2.9,1.47,0.19,1.66,1.47,1.66,Matches,/en/players/cd9b37a3/Ante-Palaversa,cd9b37a3,Troyes
Amar Ahmed,se SWE,FW,18.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/22396615/Amar-Ahmed,22396615,Troyes
Jordan Dongmo,cm CMR,MF,21.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/1b5b32d2/Jordan-Dongmo,1b5b32d2,Troyes
Derek Mazou-Sacko,fr FRA,MF,17.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/810edef9/Derek-Mazou-Sacko,810edef9,Troyes
Marlos Moreno,co COL,"MF,DF",25.0,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/8499c713/Marlos-Moreno,8499c713,Troyes
Yoann Beaka,fr FRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/922ade2d/Yoann-Beaka,922ade2d,Troyes
Ryan Fage,fr FRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/004cce90/Ryan-Fage,004cce90,Troyes
Corentin Michel,be BEL,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/4fe0044b/Corentin-Michel,4fe0044b,Troyes
Jessy Moulin,fr FRA,GK,36.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/28a65a2c/Jessy-Moulin,28a65a2c,Troyes
Eric N'Jo,fr FRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/b85e57bb/Eric-NJo,b85e57bb,Troyes
Yoann Touzghar,tn TUN,FW,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/4e47507a/Yoann-Touzghar,4e47507a,Troyes
Édgar Badía,es ESP,GK,30.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/e4346678/Edgar-Badia,e4346678,Elche
Gerard Gumbau,es ESP,MF,27.0,35,31,2737.0,30.4,1.0,6.0,7.0,1.0,0.0,0.0,11.0,0.0,2.3,2.3,6.2,8.5,18.0,145.0,52.0,0.03,0.2,0.23,0.03,0.23,0.08,0.2,0.28,0.08,0.28,Matches,/en/players/ac454a4f/Gerard-Gumbau,ac454a4f,Elche
Carlos Clerc,es ESP,"DF,MF",30.0,32,31,2639.0,29.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,2.1,2.7,51.0,107.0,91.0,0.0,0.03,0.03,0.0,0.03,0.02,0.07,0.09,0.02,0.09,Matches,/en/players/33a61a52/Carlos-Clerc,33a61a52,Elche
Lucas Boyé,ar ARG,FW,26.0,35,29,2462.0,27.4,7.0,2.0,9.0,7.0,0.0,1.0,7.0,1.0,8.3,7.5,2.9,10.5,58.0,63.0,160.0,0.26,0.07,0.33,0.26,0.33,0.3,0.11,0.41,0.27,0.38,Matches,/en/players/d49f3e6b/Lucas-Boye,d49f3e6b,Elche
Omar Mascarell,es ESP,"MF,DF",29.0,28,28,2447.0,27.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.1,1.5,27.0,116.0,6.0,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.05,0.02,0.05,Matches,/en/players/11fd2b75/Omar-Mascarell,11fd2b75,Elche
Pedro Bigas,es ESP,DF,31.0,28,25,2020.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.8,1.8,0.0,1.8,19.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,/en/players/697295b1/Pedro-Bigas,697295b1,Elche
Tete Morente,es ESP,"MF,DF",25.0,32,23,2068.0,23.0,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,4.2,4.2,1.1,5.3,60.0,63.0,193.0,0.17,0.0,0.17,0.17,0.17,0.18,0.05,0.23,0.18,0.23,Matches,/en/players/004d185e/Tete-Morente,004d185e,Elche
Helibelton Palacios,co COL,DF,29.0,24,23,1915.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.7,1.1,25.0,51.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,Matches,/en/players/ac8b2421/Helibelton-Palacios,ac8b2421,Elche
Pere Milla,es ESP,"FW,MF",29.0,31,21,1843.0,20.5,6.0,1.0,7.0,3.0,3.0,3.0,7.0,0.0,5.4,3.0,1.2,4.2,23.0,65.0,83.0,0.29,0.05,0.34,0.15,0.2,0.26,0.06,0.32,0.15,0.2,Matches,/en/players/335039a2/Pere-Milla,335039a2,Elche
Fidel,es ESP,"MF,FW",32.0,27,21,1714.0,19.0,3.0,2.0,5.0,2.0,1.0,1.0,5.0,0.0,2.3,1.5,2.3,3.8,53.0,139.0,90.0,0.16,0.11,0.26,0.11,0.21,0.12,0.12,0.24,0.08,0.2,Matches,/en/players/eb82b6f1/Fidel,eb82b6f1,Elche
Enzo Roco,cl CHI,DF,29.0,22,19,1652.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.6,0.6,0.0,0.6,6.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,/en/players/37f827ec/Enzo-Roco,37f827ec,Elche
John Donald,es ESP,"MF,DF",21.0,14,13,1092.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.1,0.2,3.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,/en/players/5e95c000/John-Donald,5e95c000,Elche
Raúl Guti,es ESP,MF,25.0,28,12,1117.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,0.1,1.7,4.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.14,0.13,0.14,Matches,/en/players/0b2c8585/Raul-Guti,0b2c8585,Elche
Lisandro Magallán,ar ARG,DF,28.0,14,11,902.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.1,0.7,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,/en/players/01a49bd2/Lisandro-Magallan,01a49bd2,Elche
Randy Ntekja,fr FRA,"FW,MF",24.0,14,10,726.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.9,2.2,13.0,13.0,43.0,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.28,0.16,0.28,Matches,/en/players/a6103274/Randy-Ntekja,a6103274,Elche
Josan,es ESP,"DF,MF",32.0,26,9,1078.0,12.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,1.6,2.0,37.0,39.0,61.0,0.08,0.25,0.33,0.08,0.33,0.04,0.13,0.17,0.04,0.17,Matches,/en/players/5b28b2f6/Josan,5b28b2f6,Elche
Lautaro Blanco,ar ARG,"DF,MF",23.0,17,9,872.0,9.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,1.6,41.0,28.0,76.0,0.0,0.21,0.21,0.0,0.21,0.0,0.16,0.16,0.0,0.16,Matches,/en/players/1657f448/Lautaro-Blanco,1657f448,Elche
Gonzalo Verdú,es ESP,DF,33.0,16,9,703.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.6,0.6,0.0,0.6,0.0,13.0,0.0,0.13,0.0,0.13,0.13,0.13,0.08,0.0,0.08,0.08,0.08,Matches,/en/players/1c2c55fc/Gonzalo-Verdu,1c2c55fc,Elche
Ezequiel Ponce,ar ARG,"FW,MF",25.0,33,8,1122.0,12.5,4.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,3.6,3.6,0.7,4.3,10.0,19.0,51.0,0.32,0.0,0.32,0.32,0.32,0.29,0.05,0.34,0.29,0.34,Matches,/en/players/ccbbe661/Ezequiel-Ponce,ccbbe661,Elche
Diego González,es ESP,DF,27.0,16,8,958.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.0,0.8,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,/en/players/4ac7608e/Diego-Gonzalez,4ac7608e,Elche
Álex Collado,es ESP,MF,23.0,16,8,729.0,8.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.6,2.2,24.0,34.0,43.0,0.12,0.12,0.25,0.12,0.25,0.08,0.2,0.28,0.08,0.28,Matches,/en/players/85dace26/Alex-Collado,85dace26,Elche
Roger Martí,es ESP,FW,31.0,12,8,655.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.7,1.2,8.0,7.0,50.0,0.0,0.14,0.14,0.0,0.14,0.08,0.09,0.17,0.08,0.17,Matches,/en/players/0ae4e09a/Roger-Marti,0ae4e09a,Elche
Carmona,es ESP,"MF,DF",20.0,9,8,589.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,0.1,0.5,8.0,10.0,27.0,0.15,0.0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08,Matches,/en/players/2dce876a/Carmona,2dce876a,Elche
Pol Lirola,es ESP,DF,24.0,12,7,628.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,21.0,19.0,35.0,0.14,0.0,0.14,0.14,0.14,0.03,0.1,0.12,0.03,0.12,Matches,/en/players/ff800ed8/Pol-Lirola,ff800ed8,Elche
Nicolás Ezequiel Fernández,ar ARG,"MF,DF",22.0,18,3,514.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,1.2,21.0,29.0,53.0,0.0,0.18,0.18,0.0,0.18,0.07,0.14,0.22,0.07,0.22,Matches,/en/players/3409de86/Nicolas-Ezequiel-Fernandez,3409de86,Elche
Johan Mojica,co COL,"DF,MF",29.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.4,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,/en/players/608f2092/Johan-Mojica,608f2092,Elche
Domingos Quina,pt POR,MF,22.0,10,2,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.4,0.6,12.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.07,0.21,Matches,/en/players/41fb0f4e/Domingos-Quina,41fb0f4e,Elche
Axel Werner,ar ARG,GK,26.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/c0b1a6da/Axel-Werner,c0b1a6da,Elche
Federico Fernández,ar ARG,DF,33.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/f25b010f/Federico-Fernandez,f25b010f,Elche
Pape Cheikh Diop,sn SEN,MF,24.0,2,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/873ce3a2/Pape-Cheikh-Diop,873ce3a2,Elche
Alejandro Alfaro,es ESP,MF,20.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/b907d169/Alejandro-Alfaro,b907d169,Elche
Javier Pastore,ar ARG,MF,33.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/881ef58c/Javier-Pastore,881ef58c,Elche
Manu Cocca,ar ARG,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/60bd361e/Manu-Cocca,60bd361e,Elche
Jesús López,es ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/20b73779/Jesus-Lopez,20b73779,Elche
Rodrigo Mendoza,es ESP,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/d70a000f/Rodrigo-Mendoza,d70a000f,Elche
Juan Navarro,es ESP,GK,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/dc233f9d/Juan-Navarro,dc233f9d,Elche
Javi Pamies,es ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/b2008684/Javi-Pamies,b2008684,Elche
Marco Soler,es ESP,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/f188f017/Marco-Soler,f188f017,Elche
James Ward-Prowse,eng ENG,MF,27.0,38,38,3371.0,37.5,9.0,4.0,13.0,7.0,2.0,4.0,6.0,0.0,5.7,2.5,6.2,8.7,19.0,189.0,58.0,0.24,0.11,0.35,0.19,0.29,0.15,0.17,0.32,0.07,0.23,Matches,/en/players/3515d404/James-Ward-Prowse,3515d404,Southampton
Gavin Bazunu,ie IRL,GK,20.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/c91441dc/Gavin-Bazunu,c91441dc,Southampton
Kyle Walker-Peters,eng ENG,DF,25.0,31,30,2650.0,29.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.4,2.5,102.0,97.0,114.0,0.03,0.0,0.03,0.03,0.03,0.03,0.05,0.08,0.03,0.08,Matches,/en/players/984a5a64/Kyle-Walker-Peters,984a5a64,Southampton
Mohamed Elyounoussi,no NOR,"MF,FW",27.0,33,27,2168.0,24.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,3.5,3.5,2.1,5.6,56.0,50.0,98.0,0.04,0.04,0.08,0.04,0.08,0.15,0.09,0.23,0.15,0.23,Matches,/en/players/68dc0dac/Mohamed-Elyounoussi,68dc0dac,Southampton
Roméo Lavia,be BEL,MF,18.0,29,26,2221.0,24.7,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.4,0.4,0.6,1.0,22.0,102.0,14.0,0.04,0.0,0.04,0.04,0.04,0.02,0.03,0.04,0.02,0.04,Matches,/en/players/ecad9aa5/Romeo-Lavia,ecad9aa5,Southampton
Armel Bella Kotchap,de GER,DF,20.0,24,24,1879.0,20.9,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.1,9.0,39.0,2.0,0.0,0.1,0.1,0.0,0.1,0.05,0.05,0.1,0.05,0.1,Matches,/en/players/a39d11bc/Armel-Bella-Kotchap,a39d11bc,Southampton
